omega:    0.0100000
   rho:            u1:                u2:                 u3:
 3.8500000     0.07963274659     0.09850294526    -0.07341839750
 3.8750000     0.07836927607     0.09854009611    -0.07660846001
 3.9000000     0.07707733894     0.09845936307    -0.07960808512
 3.9250000     0.07575732573     0.09826074213    -0.08240973487
 3.9500000     0.07440964085     0.09794437200    -0.08500635880
 3.9750000     0.07303470250     0.09751053429    -0.08739141219
 4.0000000     0.07163294249     0.09695965349    -0.08955887303
 4.0250000     0.07020480611     0.09629229674    -0.09150325776
 4.0500000     0.06875075197     0.09550917350    -0.09321963559
 4.0750000     0.06727125183     0.09461113492    -0.09470364149
 4.1000000     0.06576679045     0.09359917314    -0.09595148776
 4.1250000     0.06423786541     0.09247442033    -0.09695997418
 4.1500000     0.06268498690     0.09123814764    -0.09772649664
 4.1750000     0.06110867756     0.08989176385    -0.09824905437
 4.2000000     0.05950947229     0.08843681395    -0.09852625551
 4.2250000     0.05788791802     0.08687497751    -0.09855732132
 4.2500000     0.05624457353     0.08520806683    -0.09834208869
 4.2750000     0.05458000919     0.08343802501    -0.09788101124
 4.3000000     0.05289480682     0.08156692377    -0.09717515872
 4.3250000     0.05118955936     0.07959696112    -0.09622621501
 4.3500000     0.04946487073     0.07753045892    -0.09503647440
 4.3750000     0.04772135553     0.07536986019    -0.09360883647
 4.4000000     0.04595963882     0.07311772635    -0.09194679934
 4.4250000     0.04418035587     0.07077673420    -0.09005445142
 4.4500000     0.04238415188     0.06834967289    -0.08793646168
 4.4750000     0.04057168177     0.06583944059    -0.08559806844
 4.5000000     0.03874360985     0.06324904112    -0.08304506666
 4.5250000     0.03690060959     0.06058158041    -0.08028379388
 4.5500000     0.03504336331     0.05784026280    -0.07732111468
 4.5750000     0.03317256194     0.05502838725    -0.07416440390
 4.6000000     0.03128890470     0.05214934336    -0.07082152847
 4.6250000     0.02939309879     0.04920660737    -0.06730082796
 4.6500000     0.02748585916     0.04620373793    -0.06361109403
 4.6750000     0.02556790814     0.04314437183    -0.05976154854
 4.7000000     0.02363997515     0.04003221960    -0.05576182071
 4.7250000     0.02170279642     0.03687106099    -0.05162192313
 4.7500000     0.01975711464     0.03366474042    -0.04735222678
 4.7750000     0.01780367866     0.03041716225    -0.04296343519
 4.8000000     0.01584324314     0.02713228602    -0.03846655760
 4.8250000     0.01387656829     0.02381412162    -0.03387288147
 4.8500000     0.01190441945     0.02046672434    -0.02919394414
 4.8750000    0.009927566817     0.01709418990    -0.02444150387
 4.9000000    0.007946785103     0.01370064941    -0.01962751032
 4.9250000    0.005962853172     0.01029026422    -0.01476407448
 4.9500000    0.003976553713    0.006867220854   -0.009863438157
 4.9750000    0.001988672891    0.003435725730   -0.004937943126
